Gene	pval_A	pval_N	freq_A	freq_N
NRP2_VEGFA	0.999484004127967	0.0172858617131063	0.0769230769230769	0.666666666666667
NTF3_NTRK2	1	1	0	0
NTF3_NTRK3	1	1	0	0
NTRK1_AIMP1	1	0.0877192982456141	0	0.333333333333333
NTRK1_COPA	1	0.0877192982456141	0	0.333333333333333
NTRK1_GPI	1	0.0877192982456141	0	0.333333333333333
NTRK1_GRN	1	1	0	0
NTRK1_NAMPT	1	1	0	0
OXT_OXTR	1	0.315789473684211	0	0.166666666666667
PDCD1_FAM3C	1	1	0	0
PDGFA_PDGFRA	1	1	0	0
PDGFB_ADGRV1	1	1	0	0
PDGFB_LRP1	1	1	0	0
PDGFB_PDGFRA	1	1	0	0
PDGFB_PDGFRB	1	1	0	0
PDGFB_PDGFR complex	1	1	0	0
PDGFRA_PDGFC	1	1	0	0
PDGFRB_PDGFD	1	1	0	0
PDGFR complex_PDGFD	1	1	0	0
PLA2G2A_a5b1 complex	1	1	0	0
PLAUR_a4b1 complex	1	1	0	0
PLD2_ARF1	1	0.315789473684211	0	0.166666666666667
PlexinA1_complex1_SEMA6D	1	1	0	0
PlexinA1_complex2_SEMA6D	1	0.315789473684211	0	0.166666666666667
PlexinA1_complex3_SEMA3A	1	1	0	0
PlexinA2_complex1_SEMA3A	1	1	0	0
PlexinA3_complex1_SEMA3A	1	1	0	0
PLXNB1_SEMA4D	1	0.315789473684211	0	0.166666666666667
PLXNB2_PTN	0.95046439628483	0.258513931888545	0.384615384615385	0.666666666666667
PLXNB2_SEMA4C	0.982714138286894	0.151444788441693	0.153846153846154	0.5
PLXNB2_SEMA4D	1	0.315789473684211	0	0.166666666666667
PLXNB2_SEMA4G	1	1	0	0
PLXNC1_SEMA7A	1	1	0	0
PODXL_SELL	1	1	0	0
POMC_MC1R	1	1	0	0
PROS1_AXL	1	1	0	0
PROS1_TYRO3	1	1	0	0
PTGIR_GHRL	0.912280701754386	0.543859649122807	0.0769230769230769	0.166666666666667
PTHLH_PRLHR	1	1	0	0
PTHLH_PTH1R	1	1	0	0
PTN_PTPRS	0.62719298245614	0.815531475748194	0.230769230769231	0.166666666666667
PTN_PTPRZ1	0.7781217750258	0.70485036119711	0.153846153846154	0.166666666666667
PVR_CD226	1	1	0	0
PVR_CD96	1	1	0	0
PVR_NECTIN3	0.982714138286894	0.151444788441693	0.153846153846154	0.5
PVR_TIGIT	1	1	0	0
PVR_TNFSF9	1	1	0	0
RSPO1_LGR4	1	1	0	0
RSPO4_LGR4	1	0.315789473684211	0	0.166666666666667
SCGB3A1_NOTCH3	1	1	0	0
SCT_VIPR1	1	1	0	0
SELE_GLG1	1	1	0	0
SELL_CD34	1	1	0	0
SELP_CD24	1	1	0	0
SELP_CD34	1	1	0	0
SEMA3E_PLXND1	1	1	0	0
SEMA4A_PLXND1	1	1	0	0
SEMA7A_a1b1 complex	1	1	0	0
SIRPA_CD47	1	0.315789473684211	0	0.166666666666667
SPP1_a4b1 complex	1	1	0	0
SPP1_a9b1 complex	1	1	0	0
SPP1_CD44	1	1	0	0
SSTR1_SST	1	0.315789473684211	0	0.166666666666667
TFRC_TNFSF13B	1	1	0	0
TG_ASGR1	1	1	0	0
TGFB1_aVb6 complex	1	1	0	0
TGFB1_TGFbeta receptor1	1	1	0	0
TGFB1_TGFbeta receptor2	1	1	0	0
TGFB1_TGFBR3	1	1	0	0
TGFB2_TGFbeta receptor1	1	1	0	0
TGFB2_TGFbeta receptor2	0.684210526315789	1	0.0769230769230769	0
TGFB2_TGFBR3	1	1	0	0
TGFB3_TGFbeta receptor1	1	1	0	0
TGFB3_TGFbeta receptor2	1	1	0	0
TGFB3_TGFBR3	1	1	0	0
THBS1_a3b1 complex	1	1	0	0
THBS1_aVb3 complex	1	1	0	0
THY1_aMb2 complex	1	1	0	0
THY1_aVb3 complex	1	1	0	0
THY1_aXb2 complex	1	1	0	0
TIGIT_NECTIN2	1	1	0	0
TIGIT_NECTIN3	1	1	0	0
TIMP1_FGFR2	1	1	0	0
TNC_a4b1 complex	1	1	0	0
TNC_a8b1 complex	1	1	0	0
TNC_a9b1 complex	1	1	0	0
TNC_aVb3 complex	1	1	0	0
TNC_aVb6 complex	0.684210526315789	1	0.0769230769230769	0
TNF_CELSR2	1	1	0	0
TNF_DAG1	1	1	0	0
TNF_FAS	1	1	0	0
TNF_NOTCH1	1	1	0	0
TNF_PTPRS	1	1	0	0
TNF_RIPK1	1	1	0	0
TNFRSF10A_FGFR4	1	1	0	0
TNFRSF10A_TNFSF10	1	1	0	0
TNFRSF10B_TNFSF10	1	1	0	0
TNFRSF11B_TNFSF10	1	1	0	0
TNFRSF13C_TNFSF13B	1	1	0	0
TNFRSF1A_GRN	1	1	0	0
TNFRSF1B_GRN	1	1	0	0
TNF_SEMA4C	1	1	0	0
TNFSF10_RIPK1	1	1	0	0
TNFSF10_TNFRSF10D	1	1	0	0
TNFSF12_TNFRSF12A	1	1	0	0
TNFSF12_TNFRSF25	1	1	0	0
TNFSF14_LTBR	1	1	0	0
TNFSF14_TNFRSF14	1	1	0	0
TNFSF15_TNFRSF25	1	1	0	0
TNF_TNFRSF1B	1	1	0	0
TTR_AGER	1	1	0	0
TTR_DDR1	1	0.0877192982456141	0	0.333333333333333
TTR_NGFR	1	0.0877192982456141	0	0.333333333333333
TYRO3_GAS6	1	0.315789473684211	0	0.166666666666667
VCAM1_a4b1 complex	1	1	0	0
VEGFA_EPHB2	0.996904024767802	0.0495356037151703	0.307692307692308	0.833333333333333
VEGFA_FLT1	1	0.315789473684211	0	0.166666666666667
VEGFA_KDR	1	1	0	0
VEGFD_KDR	1	1	0	0
VGF_NTRK1	1	0.0877192982456141	0	0.333333333333333
VTN_aVb1 complex	1	1	0	0
VTN_aVb3 complex	1	1	0	0
WNT2B_FZD4	1	1	0	0
WNT2_FZD1	1	1	0	0
WNT2_FZD3	1	1	0	0
WNT2_FZD4	1	1	0	0
WNT3_FZD1	1	1	0	0
WNT4_FZD1	0.996130030959752	0.0709494324045408	0.0769230769230769	0.5
WNT4_FZD8	0.979360165118679	0.2218782249742	0.0769230769230769	0.333333333333333
WNT4_SMO	1	1	0	0
WNT5A_EPHA7	0.684210526315789	1	0.0769230769230769	0
WNT5A_FZD1	0.684210526315789	1	0.0769230769230769	0
WNT5A_FZD2	0.684210526315789	1	0.0769230769230769	0
WNT5A_FZD3	0.684210526315789	1	0.0769230769230769	0
WNT5A_ROR2	1	1	0	0
WNT7A_FZD5	1	1	0	0
WNT7A_LDLR	1	1	0	0
WNT7B_FZD1	0.684210526315789	1	0.0769230769230769	0
WNT7B_FZD10	1	1	0	0
WNT7B_FZD4	1	1	0	0
XCL1_ADGRV1	0.684210526315789	1	0.0769230769230769	0
